feature,Class,Category,Species.Name,Molecular.Species.Name,Structural.Species.Name,Level,Mass,Sum.Formula,Total.FA,Total.C,Total.DB,Total.OH,FA,FA.C,FA.DB,FA.OH,LCB,LCB2,LCB.C,LCB.DB,LCB.OH,LCB.Bond.Type,FA1,FA1.C,FA1.DB,FA1.OH,FA1.Bond.Type,FA2,FA2.C,FA2.DB,FA2.OH,FA2.Bond.Type,FA3,FA3.C,FA3.DB,FA3.OH,FA3.Bond.Type,FA4,FA4.C,FA4.DB,FA4.OH,FA4.Bond.Type,Lipid.Maps.Category,Lipid.Maps.Class,Lipid.Maps.Subclass,Cellular.Component,Function,Bond.type,Headgroup.Charge,Lateral.Diffusion,Bilayer.Thickness,Intrinsic.Curvature,Transition.Temperature,FA.Unsaturation.Category1,FA.Unsaturation.Category2,FA.Chain.Length.Category1,FA.Chain.Length.Category2,FA.Chain.Length.Category3,LION.abbr,GATOM.abbr,LIPIDMAPS.reaction.abbr
PC O-36:4,PC O-,GP,PC O-36:4,,,SPECIES,767.58289,C44H82NO7P,36:4,36,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01],"1-alkyl,2-acylglycerophosphocholines [GP0102]",endoplasmic reticulum (ER),membrane component,contains ether-bond,headgroup with positive charge / zwitter-ion,,,neutral intrinsic curvature,,,,,,,PC(O-36:4),PC(O-36:4),PC-O
PC O-36:5,PC O-,GP,PC O-36:5,,,SPECIES,765.56724,C44H80NO7P,36:5,36,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01],"1-alkyl,2-acylglycerophosphocholines [GP0102]",endoplasmic reticulum (ER),membrane component,contains ether-bond,headgroup with positive charge / zwitter-ion,,,neutral intrinsic curvature,,,,,,,PC(O-36:5),PC(O-36:5),PC-O
PC O-38:2,PC O-,GP,PC O-38:2,,,SPECIES,799.64549,C46H90NO7P,38:2,38,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01],"1-alkyl,2-acylglycerophosphocholines [GP0102]",endoplasmic reticulum (ER),membrane component,contains ether-bond,headgroup with positive charge / zwitter-ion,,,neutral intrinsic curvature,,,,,,,PC(O-38:2),PC(O-38:2),PC-O
PC O-38:3,PC O-,GP,PC O-38:3,,,SPECIES,797.62984,C46H88NO7P,38:3,38,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01],"1-alkyl,2-acylglycerophosphocholines [GP0102]",endoplasmic reticulum (ER),membrane component,contains ether-bond,headgroup with positive charge / zwitter-ion,,,neutral intrinsic curvature,,,,,,,PC(O-38:3),PC(O-38:3),PC-O
PC O-38:4,PC O-,GP,PC O-38:4,,,SPECIES,795.61419,C46H86NO7P,38:4,38,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01],"1-alkyl,2-acylglycerophosphocholines [GP0102]",endoplasmic reticulum (ER),membrane component,contains ether-bond,headgroup with positive charge / zwitter-ion,,,neutral intrinsic curvature,,,,,,,PC(O-38:4),PC(O-38:4),PC-O
PC O-38:5,PC O-,GP,PC O-38:5,,,SPECIES,793.59854,C46H84NO7P,38:5,38,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01],"1-alkyl,2-acylglycerophosphocholines [GP0102]",endoplasmic reticulum (ER),membrane component,contains ether-bond,headgroup with positive charge / zwitter-ion,,,neutral intrinsic curvature,,,,,,,PC(O-38:5),PC(O-38:5),PC-O
PC O-38:6,PC O-,GP,PC O-38:6,,,SPECIES,791.58289,C46H82NO7P,38:6,38,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01],"1-alkyl,2-acylglycerophosphocholines [GP0102]",endoplasmic reticulum (ER),membrane component,contains ether-bond,headgroup with positive charge / zwitter-ion,,,neutral intrinsic curvature,,,,,,,PC(O-38:6),PC(O-38:6),PC-O
PC O-40:2,PC O-,GP,PC O-40:2,,,SPECIES,827.67679,C48H94NO7P,40:2,40,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01],"1-alkyl,2-acylglycerophosphocholines [GP0102]",endoplasmic reticulum (ER),membrane component,contains ether-bond,headgroup with positive charge / zwitter-ion,,,neutral intrinsic curvature,,,,,,,PC(O-40:2),PC(O-40:2),PC-O
PC O-40:4,PC O-,GP,PC O-40:4,,,SPECIES,823.64549,C48H90NO7P,40:4,40,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01],"1-alkyl,2-acylglycerophosphocholines [GP0102]",endoplasmic reticulum (ER),membrane component,contains ether-bond,headgroup with positive charge / zwitter-ion,,,neutral intrinsic curvature,,,,,,,PC(O-40:4),PC(O-40:4),PC-O
PC O-40:5,PC O-,GP,PC O-40:5,,,SPECIES,821.62984,C48H88NO7P,40:5,40,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01],"1-alkyl,2-acylglycerophosphocholines [GP0102]",endoplasmic reticulum (ER),membrane component,contains ether-bond,headgroup with positive charge / zwitter-ion,,,neutral intrinsic curvature,,,,,,,PC(O-40:5),PC(O-40:5),PC-O
PC O-40:6,PC O-,GP,PC O-40:6,,,SPECIES,819.61419,C48H86NO7P,40:6,40,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01],"1-alkyl,2-acylglycerophosphocholines [GP0102]",endoplasmic reticulum (ER),membrane component,contains ether-bond,headgroup with positive charge / zwitter-ion,,,neutral intrinsic curvature,,,,,,,PC(O-40:6),PC(O-40:6),PC-O
PC O-42:5,PC O-,GP,PC O-42:5,,,SPECIES,849.66114,C50H92NO7P,42:5,42,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01],"1-alkyl,2-acylglycerophosphocholines [GP0102]",endoplasmic reticulum (ER),membrane component,contains ether-bond,headgroup with positive charge / zwitter-ion,,,neutral intrinsic curvature,,,,,,,PC(O-42:5),PC(O-42:5),PC-O
LPC 16:0,LPC,GP,LPC 16:0,LPC 16:0,,MOLECULAR_SPECIES,495.33249,C24H50NO7P,16:0,16,0,0,16:00,16,0,0,,,,,,,16:00,16,0,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01]|lysoglycerophospholipids,monoacylglycerophosphocholines [GP0105],endoplasmic reticulum (ER),membrane component|lipid-mediated signalling,,headgroup with positive charge / zwitter-ion,,,positive intrinsic curvature,,FA with less than 2 double bonds,Saturated fatty acid,FA with 18 carbons or less,FA with 16-18 carbons,Long-chain FA,PC(16:0/0:0),LPC(16:0),LPC
LPC 16:1,LPC,GP,LPC 16:1,LPC 16:1,,MOLECULAR_SPECIES,493.31684,C24H48NO7P,16:1,16,1,0,16:01,16,1,0,,,,,,,16:01,16,1,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01]|lysoglycerophospholipids,monoacylglycerophosphocholines [GP0105],endoplasmic reticulum (ER),membrane component|lipid-mediated signalling,,headgroup with positive charge / zwitter-ion,,,positive intrinsic curvature,,FA with less than 2 double bonds,Monounsaturated fatty acid,FA with 18 carbons or less,FA with 16-18 carbons,Long-chain FA,PC(16:1/0:0),LPC(16:1),LPC
LPC 18:0,LPC,GP,LPC 18:0,LPC 18:0,,MOLECULAR_SPECIES,523.36379,C26H54NO7P,18:0,18,0,0,18:00,18,0,0,,,,,,,18:00,18,0,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01]|lysoglycerophospholipids,monoacylglycerophosphocholines [GP0105],endoplasmic reticulum (ER),membrane component|lipid-mediated signalling,,headgroup with positive charge / zwitter-ion,,,positive intrinsic curvature,,FA with less than 2 double bonds,Saturated fatty acid,FA with 18 carbons or less,FA with 16-18 carbons,Long-chain FA,PC(18:0/0:0),LPC(18:0),LPC
LPC 18:1,LPC,GP,LPC 18:1,LPC 18:1,,MOLECULAR_SPECIES,521.34814,C26H52NO7P,18:1,18,1,0,18:01,18,1,0,,,,,,,18:01,18,1,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01]|lysoglycerophospholipids,monoacylglycerophosphocholines [GP0105],endoplasmic reticulum (ER),membrane component|lipid-mediated signalling,,headgroup with positive charge / zwitter-ion,,,positive intrinsic curvature,,FA with less than 2 double bonds,Monounsaturated fatty acid,FA with 18 carbons or less,FA with 16-18 carbons,Long-chain FA,PC(18:1/0:0),LPC(18:1),LPC
LPC 18:2,LPC,GP,LPC 18:2,LPC 18:2,,MOLECULAR_SPECIES,519.33249,C26H50NO7P,18:2,18,2,0,18:02,18,2,0,,,,,,,18:02,18,2,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01]|lysoglycerophospholipids,monoacylglycerophosphocholines [GP0105],endoplasmic reticulum (ER),membrane component|lipid-mediated signalling,,headgroup with positive charge / zwitter-ion,,,positive intrinsic curvature,,Polyunsaturated fatty acid,FA with 2 double bonds,FA with 18 carbons or less,FA with 16-18 carbons,Long-chain FA,PC(18:2/0:0),LPC(18:2),LPC
LPC 18:3,LPC,GP,LPC 18:3,LPC 18:3,,MOLECULAR_SPECIES,517.31684,C26H48NO7P,18:3,18,3,0,18:03,18,3,0,,,,,,,18:03,18,3,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01]|lysoglycerophospholipids,monoacylglycerophosphocholines [GP0105],endoplasmic reticulum (ER),membrane component|lipid-mediated signalling,,headgroup with positive charge / zwitter-ion,,,positive intrinsic curvature,,Polyunsaturated fatty acid,FA with more than 2 double bonds,FA with 18 carbons or less,FA with 16-18 carbons,Long-chain FA,PC(18:3/0:0),LPC(18:3),LPC
LPC 20:0,LPC,GP,LPC 20:0,LPC 20:0,,MOLECULAR_SPECIES,551.39509,C28H58NO7P,20:0,20,0,0,20:00,20,0,0,,,,,,,20:00,20,0,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01]|lysoglycerophospholipids,monoacylglycerophosphocholines [GP0105],endoplasmic reticulum (ER),membrane component|lipid-mediated signalling,,headgroup with positive charge / zwitter-ion,,,positive intrinsic curvature,,FA with less than 2 double bonds,Saturated fatty acid,FA with more than 18 carbons,FA with 19-21 carbons,Long-chain FA,PC(20:0/0:0),LPC(20:0),LPC
LPC 20:1,LPC,GP,LPC 20:1,LPC 20:1,,MOLECULAR_SPECIES,549.37944,C28H56NO7P,20:1,20,1,0,20:01,20,1,0,,,,,,,20:01,20,1,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01]|lysoglycerophospholipids,monoacylglycerophosphocholines [GP0105],endoplasmic reticulum (ER),membrane component|lipid-mediated signalling,,headgroup with positive charge / zwitter-ion,,,positive intrinsic curvature,,FA with less than 2 double bonds,Monounsaturated fatty acid,FA with more than 18 carbons,FA with 19-21 carbons,Long-chain FA,PC(20:1/0:0),LPC(20:1),LPC
LPC 20:2,LPC,GP,LPC 20:2,LPC 20:2,,MOLECULAR_SPECIES,547.36379,C28H54NO7P,20:2,20,2,0,20:02,20,2,0,,,,,,,20:02,20,2,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01]|lysoglycerophospholipids,monoacylglycerophosphocholines [GP0105],endoplasmic reticulum (ER),membrane component|lipid-mediated signalling,,headgroup with positive charge / zwitter-ion,,,positive intrinsic curvature,,Polyunsaturated fatty acid,FA with 2 double bonds,FA with more than 18 carbons,FA with 19-21 carbons,Long-chain FA,PC(20:2/0:0),LPC(20:2),LPC
LPC 20:3,LPC,GP,LPC 20:3,LPC 20:3,,MOLECULAR_SPECIES,545.34814,C28H52NO7P,20:3,20,3,0,20:03,20,3,0,,,,,,,20:03,20,3,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01]|lysoglycerophospholipids,monoacylglycerophosphocholines [GP0105],endoplasmic reticulum (ER),membrane component|lipid-mediated signalling,,headgroup with positive charge / zwitter-ion,,,positive intrinsic curvature,,Polyunsaturated fatty acid,FA with more than 2 double bonds,FA with more than 18 carbons,FA with 19-21 carbons,Long-chain FA,PC(20:3/0:0),LPC(20:3),LPC
LPC 20:4,LPC,GP,LPC 20:4,LPC 20:4,,MOLECULAR_SPECIES,543.33249,C28H50NO7P,20:4,20,4,0,20:04,20,4,0,,,,,,,20:04,20,4,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01]|lysoglycerophospholipids,monoacylglycerophosphocholines [GP0105],endoplasmic reticulum (ER),membrane component|lipid-mediated signalling,,headgroup with positive charge / zwitter-ion,,,positive intrinsic curvature,,Polyunsaturated fatty acid,FA with more than 2 double bonds,FA with more than 18 carbons,FA with 19-21 carbons,Long-chain FA,PC(20:4/0:0),LPC(20:4),LPC
LPC 20:5,LPC,GP,LPC 20:5,LPC 20:5,,MOLECULAR_SPECIES,541.31684,C28H48NO7P,20:5,20,5,0,20:05,20,5,0,,,,,,,20:05,20,5,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01]|lysoglycerophospholipids,monoacylglycerophosphocholines [GP0105],endoplasmic reticulum (ER),membrane component|lipid-mediated signalling,,headgroup with positive charge / zwitter-ion,,,positive intrinsic curvature,,Polyunsaturated fatty acid,FA with more than 2 double bonds,FA with more than 18 carbons,FA with 19-21 carbons,Long-chain FA,PC(20:5/0:0),LPC(20:5),LPC
LPC 22:0,LPC,GP,LPC 22:0,LPC 22:0,,MOLECULAR_SPECIES,579.42639,C30H62NO7P,22:0,22,0,0,22:00,22,0,0,,,,,,,0.916666667,22,0,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01]|lysoglycerophospholipids,monoacylglycerophosphocholines [GP0105],endoplasmic reticulum (ER),membrane component|lipid-mediated signalling,,headgroup with positive charge / zwitter-ion,,,positive intrinsic curvature,,FA with less than 2 double bonds,Saturated fatty acid,FA with more than 18 carbons,FA with 22-24 carbons,Very long-chain FA,PC(22:0/0:0),LPC(22:0),LPC
LPC 22:1,LPC,GP,LPC 22:1,LPC 22:1,,MOLECULAR_SPECIES,577.41074,C30H60NO7P,22:1,22,1,0,22:01,22,1,0,,,,,,,0.917361111,22,1,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphocholines [GP01]|lysoglycerophospholipids,monoacylglycerophosphocholines [GP0105],endoplasmic reticulum (ER),membrane component|lipid-mediated signalling,,headgroup with positive charge / zwitter-ion,,,positive intrinsic curvature,,FA with less than 2 double bonds,Monounsaturated fatty acid,FA with more than 18 carbons,FA with 22-24 carbons,Very long-chain FA,PC(22:1/0:0),LPC(22:1),LPC
LPC 24:0,LPC,GP,LPC 24:0,LPC 24:0,,MOLECULAR_SPECIES,607.45769,C32H66NO7P,24:0,24,0,0,24:00:00,24,0,0,,,,,,,1,24,0,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],,,,,,,,,,,FA with less than 2 double bonds,Saturated fatty acid,FA with more than 18 carbons,FA with 22-24 carbons,Very long-chain FA,PC(24:0/0:0),LPC(24:0),LPC
LPC 24:1,LPC,GP,LPC 24:1,LPC 24:1,,MOLECULAR_SPECIES,605.44204,C32H64NO7P,24:1,24,1,0,24:01:00,24,1,0,,,,,,,1.000694444,24,1,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],,,,,,,,,,,FA with less than 2 double bonds,Monounsaturated fatty acid,FA with more than 18 carbons,FA with 22-24 carbons,Very long-chain FA,PC(24:1/0:0),LPC(24:1),LPC
LPC 26:0,LPC,GP,LPC 26:0,LPC 26:0,,MOLECULAR_SPECIES,635.48899,C34H70NO7P,26:0,26,0,0,26:00:00,26,0,0,,,,,,,1.083333333,26,0,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],,,,,,,,,,,FA with less than 2 double bonds,Saturated fatty acid,FA with more than 18 carbons,FA with more than 24 carbons,Very long-chain FA,PC(26:0/0:0),LPC(26:0),LPC
LPC 26:1,LPC,GP,LPC 26:1,LPC 26:1,,MOLECULAR_SPECIES,633.47334,C34H68NO7P,26:1,26,1,0,26:01:00,26,1,0,,,,,,,1.084027778,26,1,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],,,,,,,,,,,FA with less than 2 double bonds,Monounsaturated fatty acid,FA with more than 18 carbons,FA with more than 24 carbons,Very long-chain FA,PC(26:1/0:0),LPC(26:1),LPC
LPC 28:0,LPC,GP,LPC 28:0,LPC 28:0,,MOLECULAR_SPECIES,663.52029,C36H74NO7P,28:0,28,0,0,28:00:00,28,0,0,,,,,,,1.166666667,28,0,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],,,,,,,,,,,FA with less than 2 double bonds,Saturated fatty acid,FA with more than 18 carbons,FA with more than 24 carbons,Very long-chain FA,PC(28:0/0:0),LPC(28:0),LPC
LPC 28:1,LPC,GP,LPC 28:1,LPC 28:1,,MOLECULAR_SPECIES,661.50464,C36H72NO7P,28:1,28,1,0,28:01:00,28,1,0,,,,,,,1.167361111,28,1,0,ESTER,0,0,0,0,ESTER,,,,,,,,,,,Glycerophospholipids [GP],,,,,,,,,,,FA with less than 2 double bonds,Monounsaturated fatty acid,FA with more than 18 carbons,FA with more than 24 carbons,Very long-chain FA,PC(28:1/0:0),LPC(28:1),LPC
PE 30:0,PE,GP,PE 30:0,,,SPECIES,663.48391,C35H70NO8P,30:0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,low lateral diffusion,average bilayer thickness,negative intrinsic curvature,high transition temperature,,,,,,PE(30:0),PE(30:0),PE
PE 30:1,PE,GP,PE 30:1,,,SPECIES,661.46826,C35H68NO8P,30:1,30,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,average lateral diffusion,low bilayer thickness,negative intrinsic curvature,average transition temperature,,,,,,PE(30:1),PE(30:1),PE
PE 32:0,PE,GP,PE 32:0,,,SPECIES,691.51521,C37H74NO8P,32:0,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,low lateral diffusion,high bilayer thickness,negative intrinsic curvature,very high transition temperature,,,,,,PE(32:0),PE(32:0),PE
PE 32:1,PE,GP,PE 32:1,,,SPECIES,689.49956,C37H72NO8P,32:1,32,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,low lateral diffusion,average bilayer thickness,negative intrinsic curvature,average transition temperature,,,,,,PE(32:1),PE(32:1),PE
PE 32:2,PE,GP,PE 32:2,,,SPECIES,687.48391,C37H70NO8P,32:2,32,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,average lateral diffusion,low bilayer thickness,negative intrinsic curvature,low transition temperature,,,,,,PE(32:2),PE(32:2),PE
PE 34:0,PE,GP,PE 34:0,,,SPECIES,719.54651,C39H78NO8P,34:0,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,very low lateral diffusion,high bilayer thickness,negative intrinsic curvature,very high transition temperature,,,,,,PE(34:0),PE(34:0),PE
PE 34:1,PE,GP,PE 34:1,,,SPECIES,717.53086,C39H76NO8P,34:1,34,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,low lateral diffusion,high bilayer thickness,negative intrinsic curvature,high transition temperature,,,,,,PE(34:1),PE(34:1),PE
PE 34:2,PE,GP,PE 34:2,,,SPECIES,715.51521,C39H74NO8P,34:2,34,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,average lateral diffusion,average bilayer thickness,negative intrinsic curvature,low transition temperature,,,,,,PE(34:2),PE(34:2),PE
PE 34:3,PE,GP,PE 34:3,,,SPECIES,713.49956,C39H72NO8P,34:3,34,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,average lateral diffusion,low bilayer thickness,negative intrinsic curvature,low transition temperature,,,,,,PE(34:3),PE(34:3),PE
PE 34:4,PE,GP,PE 34:4,,,SPECIES,711.48391,C39H70NO8P,34:4,34,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,high lateral diffusion,low bilayer thickness,negative intrinsic curvature,very low transition temperature,,,,,,PE(34:4),PE(34:4),PE
PE 36:0,PE,GP,PE 36:0,,,SPECIES,747.57781,C41H82NO8P,36:0,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,very low lateral diffusion,very high bilayer thickness,negative intrinsic curvature,very high transition temperature,,,,,,PE(36:0),PE(36:0),PE
PE 36:1,PE,GP,PE 36:1,,,SPECIES,745.56216,C41H80NO8P,36:1,36,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,low lateral diffusion,high bilayer thickness,negative intrinsic curvature,high transition temperature,,,,,,PE(36:1),PE(36:1),PE
PE 36:2,PE,GP,PE 36:2,,,SPECIES,743.54651,C41H78NO8P,36:2,36,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,low lateral diffusion,high bilayer thickness,negative intrinsic curvature,average transition temperature,,,,,,PE(36:2),PE(36:2),PE
PE 36:3,PE,GP,PE 36:3,,,SPECIES,741.53086,C41H76NO8P,36:3,36,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,average lateral diffusion,average bilayer thickness,negative intrinsic curvature,low transition temperature,,,,,,PE(36:3),PE(36:3),PE
PE 36:4,PE,GP,PE 36:4,,,SPECIES,739.51521,C41H74NO8P,36:4,36,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,high lateral diffusion,low bilayer thickness,negative intrinsic curvature,low transition temperature,,,,,,PE(36:4),PE(36:4),PE
PE 36:5,PE,GP,PE 36:5,,,SPECIES,737.49956,C41H72NO8P,36:5,36,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,high lateral diffusion,low bilayer thickness,negative intrinsic curvature,very low transition temperature,,,,,,PE(36:5),PE(36:5),PE
PE 36:6,PE,GP,PE 36:6,,,SPECIES,735.48391,C41H70NO8P,36:6,36,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,very high lateral diffusion,very low bilayer thickness,negative intrinsic curvature,very low transition temperature,,,,,,PE(36:6),PE(36:6),PE
PE 38:0,PE,GP,PE 38:0,,,SPECIES,775.60911,C43H86NO8P,38:0,38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,very low lateral diffusion,very high bilayer thickness,negative intrinsic curvature,very high transition temperature,,,,,,PE(38:0),PE(38:0),PE
PE 38:1,PE,GP,PE 38:1,,,SPECIES,773.59346,C43H84NO8P,38:1,38,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,very low lateral diffusion,very high bilayer thickness,negative intrinsic curvature,high transition temperature,,,,,,PE(38:1),PE(38:1),PE
PE 38:2,PE,GP,PE 38:2,,,SPECIES,771.57781,C43H82NO8P,38:2,38,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glycerophospholipids [GP],glycerophosphoethanolamines [GP02],diacylglycerophosphoethanolamines [GP0201],endoplasmic reticulum (ER)|mitochondrion,membrane component,,headgroup with positive charge / zwitter-ion,low lateral diffusion,high bilayer thickness,negative intrinsic curvature,high transition temperature,,,,,,PE(38:2),PE(38:2),PE
